Movie Name,IMDB URL,Year of Release,Duration,Genre,IMDB Rating,Directors,Actors,Votes
Barbie,https://www.imdb.com/title/tt1517268/,2023,114 min,Adventure; Comedy; Fantasy,None,Greta Gerwig,Margot Robbie; Kingsley Ben-Adir; Ryan Gosling; Hari Nef,None
